"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 01 20:58:37 GMT 2025","Tue Apr 01 20:58:50 GMT 2025","13095","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTest","com.example.teamcity.ui.CreateBuildTest","userCreatesBuildConfiguration","User should be able to create build",""
"passed","Tue Apr 01 20:58:27 GMT 2025","Tue Apr 01 20:58:37 GMT 2025","10355","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userSearchesProjectByItsName","User should be able to search for project by its full name",""
"passed","Tue Apr 01 20:58:51 GMT 2025","Tue Apr 01 20:59:02 GMT 2025","11558","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTest","com.example.teamcity.ui.CreateBuildTest","userCreatesBuildConfigurationWithEmptyBuildName","User should not be able to create build with empty name",""
"passed","Tue Apr 01 20:58:16 GMT 2025","Tue Apr 01 20:58:26 GMT 2025","9994","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Tue Apr 01 20:57:19 GMT 2025","Tue Apr 01 20:58:16 GMT 2025","56823","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Tue Apr 01 20:56:10 GMT 2025","Tue Apr 01 20:56:59 GMT 2025","48664","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
